Name,Team,Height,Weight,Jersey Number,Position Shorthand,Position Longhand,Country,Overall,Potential,Stats,Detailed link
Bryce Duke,Inter Miami CF,"5'7""																",146lbs,#22 ,CAM,Center Attacking Midfielder,United States,64,76,1629,https://www.fifaratings.com/bryce-duke
E. Rodríguez,Inter Miami CF,"5'9""																",150lbs,#25 ,RM,Right Midfielder,Colombia,64,71,1482,https://www.fifaratings.com/emerson-rodriguez
Robbie Robinson,Inter Miami CF,"6'1""																",170lbs,#19 ,ST,Striker,United States,64,70,1566,https://www.fifaratings.com/robbie-robinson
C. McVey,Inter Miami CF,"6'4""																",176lbs,#4 ,CB,Centre Back,Sweden,64,69,1569,https://www.fifaratings.com/christopher-mcvey
Ariel Lassiter,Inter Miami CF,"5'10""																",154lbs,#11 ,LM,Left Midfielder,Costa Rica,64,64,1604,https://www.fifaratings.com/ariel-lassiter
Drake Callender,Inter Miami CF,"6'2""																",194lbs,#27 ,GK,Goalkeeper,United States,63,69,889,https://www.fifaratings.com/drake-callender
Victor Ulloa,Inter Miami CF,"5'11""																",165lbs,#13 ,CDM,Center Defensive Midfielder,Mexico,63,63,1727,https://www.fifaratings.com/victor-ulloa
I. Vassilev,Inter Miami CF,"5'9""																",143lbs,#17 ,LM,Left Midfielder,United States,62,71,1565,https://www.fifaratings.com/indiana-vassilev
Brek Shea,Inter Miami CF,"6'3""																",190lbs,#20 ,ST,Striker,United States,62,62,1775,https://www.fifaratings.com/brek-shea
Aimé Mabika,Inter Miami CF,"6'6""																",214lbs,#12 ,CB,Centre Back,Zambia,61,68,1343,https://www.fifaratings.com/aime-mabika
Ryan Sailor,Inter Miami CF,"6'4""																",179lbs,#45 ,CB,Centre Back,United States,58,65,1272,https://www.fifaratings.com/ryan-sailor
George Acosta,Inter Miami CF,"5'7""																",146lbs,#30 ,CAM,Center Attacking Midfielder,United States,57,66,1474,https://www.fifaratings.com/george-acosta
Noah Allen,Inter Miami CF,"5'9""																",159lbs,#32 ,LB,Left Back,United States,56,75,1415,https://www.fifaratings.com/noah-allen
Edison Azcona,Inter Miami CF,"5'6""																",130lbs,#28 ,CAM,Center Attacking Midfielder,Dominican Republic,56,74,1404,https://www.fifaratings.com/edison-azcona
Ian Fray,Inter Miami CF,"6'0""																",161lbs,#24 ,CB,Centre Back,United States,56,73,1321,https://www.fifaratings.com/ian-fray
CJ dos Santos,Inter Miami CF,"6'4""																",187lbs,#29 ,GK,Goalkeeper,United States,54,65,849,https://www.fifaratings.com/cj-dos-santos
Modesto Méndez,Inter Miami CF,"6'2""																",168lbs,#44 ,CB,Centre Back,Cuba,54,63,1250,https://www.fifaratings.com/modesto-mendez
Felipe Valencia,Inter Miami CF,"5'9""																",139lbs,#35 ,ST,Striker,United States,50,75,1258,https://www.fifaratings.com/felipe-valencia
Nuno Santos,Charlotte FC,"5'10""																",161lbs,#6 ,CM,Center Midfielder,Portugal,74,81,1986,https://www.fifaratings.com/nuno-miguel-valente-santos
K. Świderski,Charlotte FC,"6'0""																",172lbs,#11 ,ST,Striker,Poland,74,79,1791,https://www.fifaratings.com/karol-swiderski
Guzmán Corujo,Charlotte FC,"6'2""																",187lbs,#4 ,CB,Centre Back,Uruguay,72,75,1577,https://www.fifaratings.com/guzman-corujo
Christian Fuchs,Charlotte FC,"6'2""																",196lbs,#22 ,CB,Centre Back,Austria,70,70,2002,https://www.fifaratings.com/christian-fuchs
Nathan Byrne,Charlotte FC,"5'8""																",154lbs,#14 ,RB,Right Back,England,70,70,1808,https://www.fifaratings.com/nathan-byrne
Kamil Jóźwiak,Charlotte FC,"5'9""																",154lbs,#7 ,RM,Right Midfielder,Poland,69,74,1694,https://www.fifaratings.com/kamil-jozwiak
Joseph Mora,Charlotte FC,"5'7""																",132lbs,#28 ,LB,Left Back,Costa Rica,68,68,1739,https://www.fifaratings.com/joseph-mora
Jordy Alcívar,Charlotte FC,"5'6""																",139lbs,#8 ,CM,Center Midfielder,Ecuador,67,74,1862,https://www.fifaratings.com/jordy-alcivar
Jaylin Lindsey,Charlotte FC,"5'10""																",194lbs,#24 ,RB,Right Back,United States,66,77,1679,https://www.fifaratings.com/jaylin-lindsey
Anton Walkes,Charlotte FC,"6'2""																",183lbs,#5 ,CB,Centre Back,England,66,72,1705,https://www.fifaratings.com/anton-walkes
Derrick Jones,Charlotte FC,"6'4""																",165lbs,#20 ,CDM,Center Defensive Midfielder,United States,66,71,1771,https://www.fifaratings.com/derrick-jones
Andre Shinyashiki,Charlotte FC,"5'9""																",150lbs,#16 ,LM,Left Midfielder,Brazil,66,69,1670,https://www.fifaratings.com/andre-bava-shinyashiki
Harrison Afful,Charlotte FC,"5'7""																",148lbs,#25 ,RB,Right Back,Ghana,66,66,1875,https://www.fifaratings.com/harrison-afful
Yordy Reyna,Charlotte FC,"5'7""																",150lbs,#26 ,ST,Striker,Peru,66,66,1762,https://www.fifaratings.com/yordy-reyna
Pablo Sisniega,Charlotte FC,"6'4""																",174lbs,#29 ,GK,Goalkeeper,Mexico,65,69,1184,https://www.fifaratings.com/pablo-sisniega
Brandt Bronico,Charlotte FC,"5'8""																",154lbs,#13 ,CDM,Center Defensive Midfielder,United States,65,67,1776,https://www.fifaratings.com/brandt-bronico
K. Kahlina,Charlotte FC,"6'2""																",163lbs,#1 ,GK,Goalkeeper,Croatia,65,66,902,https://www.fifaratings.com/kristijan-kahlina
Benjamin Bender,Charlotte FC,"6'0""																",165lbs,#15 ,CAM,Center Attacking Midfielder,United States,64,78,1662,https://www.fifaratings.com/benjamin-bender
Adilson Malanda,Charlotte FC,"6'1""																",165lbs,#21 ,CB,Centre Back,France,63,76,1453,https://www.fifaratings.com/adilson-malanda
O. Gaines,Charlotte FC,"5'11""																",163lbs,#17 ,RM,Right Midfielder,United States,63,69,1512,https://www.fifaratings.com/orrin-mckinze-gaines
A. Zendejas,Charlotte FC,"6'5""																",185lbs,#30 ,GK,Goalkeeper,United States,62,66,1048,https://www.fifaratings.com/adrian-zendejas
Daniel Ríos,Charlotte FC,"6'0""																",185lbs,#12 ,ST,Striker,Mexico,61,62,1423,https://www.fifaratings.com/daniel-rios
Vinicius Mello,Charlotte FC,"6'0""																",163lbs,#9 ,ST,Striker,Brazil,60,75,1375,https://www.fifaratings.com/vinicius-silveira-de-mello
Jan Sobociński,Charlotte FC,"6'1""																",185lbs,#2 ,CB,Centre Back,Poland,60,71,1377,https://www.fifaratings.com/jan-sobocinski
Kerwin Vargas,Charlotte FC,"6'0""																",163lbs,#18 ,ST,Striker,Colombia,56,68,1382,https://www.fifaratings.com/kerwin-vargas
Quinn McNeill,Charlotte FC,"5'11""																",161lbs,#35 ,CM,Center Midfielder,Republic of Ireland,56,62,1476,https://www.fifaratings.com/quinn-mcneill
Koa Santos,Charlotte FC,"5'10""																",159lbs,#32 ,CB,Centre Back,United States,54,62,1284,https://www.fifaratings.com/koa-santos
George Marks,Charlotte FC,"6'1""																",176lbs,#31 ,GK,Goalkeeper,United States,53,61,891,https://www.fifaratings.com/george-marks
Adam Armour,Charlotte FC,"5'10""																",163lbs,#3 ,LB,Left Back,United States,52,68,1274,https://www.fifaratings.com/adam-armour
Chris Hegardt,Charlotte FC,"5'9""																",143lbs,#19 ,RM,Right Midfielder,United States,52,67,1500,https://www.fifaratings.com/chris-hegardt
L. Zelarayán,Columbus Crew,"5'8""																",154lbs,#10 ,CAM,Center Attacking Midfielder,Armenia,79,79,2032,https://www.fifaratings.com/lucas-zelarayan
Cucho Hernández,Columbus Crew,"5'9""																",161lbs,#9 ,ST,Striker,Colombia,75,80,1924,https://www.fifaratings.com/juan-camilo-hernandez-suarez
Cucho Hernández,Columbus Crew,"5'9""																",161lbs,#9 ,ST,Striker,Colombia,75,80,1919,https://www.fifaratings.com/juan-camilo-hernandez-suarez-2
Artur,Columbus Crew,"5'11""																",154lbs,#8 ,CDM,Center Defensive Midfielder,Brazil,73,75,1844,https://www.fifaratings.com/jose-artur-de-lima-junior
Eloy Room,Columbus Crew,"6'2""																",179lbs,#1 ,GK,Goalkeeper,Curaçao,73,73,1257,https://www.fifaratings.com/eloy-room
Miloš Degenek,Columbus Crew,"6'2""																",181lbs,#5 ,CB,Centre Back,Australia,72,73,1951,https://www.fifaratings.com/milos-degenek
Jonathan Mensah,Columbus Crew,"6'2""																",183lbs,#4 ,CB,Centre Back,Ghana,72,72,1693,https://www.fifaratings.com/jonathan-mensah
Pedro Santos,Columbus Crew,"5'10""																",168lbs,#7 ,LB,Left Back,Portugal,72,72,2002,https://www.fifaratings.com/pedro-miguel-martins-santos
Steven Moreira,Columbus Crew,"5'10""																",165lbs,#31 ,RB,Right Back,France,70,70,1687,https://www.fifaratings.com/steven-moreira
Kevin Molino,Columbus Crew,"5'8""																",154lbs,#13 ,CF,Center Forward,Trinidad & Tobago,69,69,1833,https://www.fifaratings.com/kevin-molino
Luis Díaz,Columbus Crew,"5'11""																",159lbs,#12 ,RM,Right Midfielder,Costa Rica,68,73,1720,https://www.fifaratings.com/luis-diaz-2
D. Etienne Jr.,Columbus Crew,"5'10""																",170lbs,#22 ,RM,Right Midfielder,Haiti,68,69,1713,https://www.fifaratings.com/derrick-etienne-jr
Yaw Yeboah,Columbus Crew,"5'9""																",154lbs,#14 ,CAM,Center Attacking Midfielder,Ghana,67,70,1659,https://www.fifaratings.com/yaw-yeboah
Josh Williams,Columbus Crew,"6'2""																",194lbs,#3 ,CB,Centre Back,United States,67,67,1703,https://www.fifaratings.com/josh-williams
James Igbekeme,Columbus Crew,"5'7""																",146lbs,#26 ,CDM,Center Defensive Midfielder,Nigeria,66,67,1897,https://www.fifaratings.com/james-igbekeme
Evan Bush,Columbus Crew,"6'1""																",187lbs,#24 ,GK,Goalkeeper,United States,65,65,1140,https://www.fifaratings.com/evan-bush
Marlon Hairston,Columbus Crew,"6'0""																",157lbs,#17 ,CDM,Center Defensive Midfielder,United States,65,65,1776,https://www.fifaratings.com/marlon-hairston
Aidan Morris,Columbus Crew,"5'10""																",159lbs,#21 ,CB,Centre Back,United States,64,73,1709,https://www.fifaratings.com/aidan-morris
Perry Kitchen,Columbus Crew,"6'0""																",161lbs,#2 ,CB,Centre Back,United States,64,64,1735,https://www.fifaratings.com/perry-kitchen
Mohamed Farsi,Columbus Crew,"5'10""																",150lbs,#41 ,RM,Right Midfielder,Canada,63,71,1676,https://www.fifaratings.com/mohamed-farsi
Erik Hurtado,Columbus Crew,"5'10""																",183lbs,#19 ,ST,Striker,United States,62,62,1652,https://www.fifaratings.com/erik-hurtado
Jalil Anibaba,Columbus Crew,"6'0""																",170lbs,#23 ,CB,Centre Back,United States,62,62,1589,https://www.fifaratings.com/jalil-anibaba
Brady Scott,Columbus Crew,"6'2""																",172lbs,#32 ,GK,Goalkeeper,United States,59,69,926,https://www.fifaratings.com/brady-scott
Sean Zawadzki,Columbus Crew,"5'9""																",159lbs,#25 ,CB,Centre Back,United States,56,67,1492,https://www.fifaratings.com/sean-zawadzki
Patrick Schulte,Columbus Crew,"6'4""																",174lbs,#28 ,GK,Goalkeeper,United States,56,67,819,https://www.fifaratings.com/patrick-schulte
Will Sands,Columbus Crew,"5'10""																",163lbs,#30 ,LB,Left Back,United States,56,67,1471,https://www.fifaratings.com/will-sands
Isaiah Parente,Columbus Crew,"5'10""																",150lbs,#16 ,CAM,Center Attacking Midfielder,United States,53,61,1428,https://www.fifaratings.com/isaiah-parente
Jake Morris,Columbus Crew,"6'2""																",176lbs,#33 ,CB,Centre Back,United States,52,61,1289,https://www.fifaratings.com/jake-morris
J. Russell-Rowe,Columbus Crew,"6'0""																",161lbs,#39 ,CAM,Center Attacking Midfielder,Canada,48,65,1254,https://www.fifaratings.com/jacen-russell-rowe
Marco Grüll,SK Rapid Wien,"6'0""																",163lbs,#27 ,RM,Right Midfielder,Austria,72,77,1792,https://www.fifaratings.com/marco-grull
G. Burgstaller,SK Rapid Wien,"6'2""																",176lbs,#9 ,ST,Striker,Austria,72,72,1818,https://www.fifaratings.com/guido-burgstaller
Nicolas Kühn,SK Rapid Wien,"5'9""																",152lbs,#7 ,LM,Left Midfielder,Germany,71,77,1659,https://www.fifaratings.com/nicolas-kuhn
Ferdy Druijf,SK Rapid Wien,"6'3""																",183lbs,#38 ,ST,Striker,Netherlands,69,74,1703,https://www.fifaratings.com/ferdy-druijf
M. Hofmann,SK Rapid Wien,"6'0""																",154lbs,#20 ,CB,Centre Back,Austria,69,70,1665,https://www.fifaratings.com/maximilian-hofmann
Kevin Wimmer,SK Rapid Wien,"6'2""																",187lbs,#6 ,CB,Centre Back,Austria,69,69,1557,https://www.fifaratings.com/kevin-wimmer
Thorsten Schick,SK Rapid Wien,"5'11""																",161lbs,#13 ,RM,Right Midfielder,Austria,69,69,1938,https://www.fifaratings.com/thorsten-schick
Niklas Hedl,SK Rapid Wien,"6'2""																",172lbs,#45 ,GK,Goalkeeper,Austria,68,79,983,https://www.fifaratings.com/niklas-hedl
Dejan Petrovič,SK Rapid Wien,"5'10""																",165lbs,#16 ,CM,Center Midfielder,Slovenia,68,73,1798,https://www.fifaratings.com/dejan-petrovic
Patrick Greil,SK Rapid Wien,"6'0""																",165lbs,#24 ,CAM,Center Attacking Midfielder,Austria,68,71,1786,https://www.fifaratings.com/patrick-greil
C. Knasmüllner,SK Rapid Wien,"5'11""																",154lbs,#8 ,RM,Right Midfielder,Austria,68,68,1813,https://www.fifaratings.com/christoph-knasmullner
Ante Bajic,SK Rapid Wien,"6'0""																",154lbs,#29 ,RM,Right Midfielder,Austria,68,68,1829,https://www.fifaratings.com/ante-bajic
Jonas Auer,SK Rapid Wien,"6'0""																",170lbs,#23 ,LB,Left Back,Austria,67,73,1768,https://www.fifaratings.com/jonas-auer
R. Kerschbaum,SK Rapid Wien,"5'11""																",165lbs,#5 ,CM,Center Midfielder,Austria,67,67,1920,https://www.fifaratings.com/roman-kerschbaum
M. Sollbauer,SK Rapid Wien,"6'2""																",190lbs,#19 ,CB,Centre Back,Austria,67,67,1458,https://www.fifaratings.com/michael-sollbauer
Paul Gartler,SK Rapid Wien,"6'2""																",165lbs,#25 ,GK,Goalkeeper,Austria,66,70,971,https://www.fifaratings.com/paul-gartler
M. Koscelnik,SK Rapid Wien,"5'11""																",159lbs,#22 ,RB,Right Back,Slovakia,66,67,1704,https://www.fifaratings.com/martin-koscelnik
B. Zimmermann,SK Rapid Wien,"5'10""																",170lbs,#41 ,ST,Striker,Austria,65,76,1685,https://www.fifaratings.com/bernhard-zimmermann
Aleksa Pejić,SK Rapid Wien,"6'3""																",176lbs,#14 ,CDM,Center Defensive Midfielder,Serbia,65,71,1583,https://www.fifaratings.com/aleksa-pejic
Lion Schuster,SK Rapid Wien,"6'0""																",159lbs,#42 ,CB,Centre Back,Austria,64,74,1670,https://www.fifaratings.com/lion-schuster
C. Dibon,SK Rapid Wien,"6'0""																",174lbs,#17 ,CB,Centre Back,Austria,63,63,1434,https://www.fifaratings.com/christopher-dibon
Martin Moormann,SK Rapid Wien,"6'1""																",181lbs,#26 ,CB,Centre Back,Austria,62,71,1418,https://www.fifaratings.com/martin-moormann
D. Savić,SK Rapid Wien,"5'8""																",152lbs,#77 ,CAM,Center Attacking Midfielder,Serbia,61,69,1533,https://www.fifaratings.com/dragoljub-savic
Bernhard Unger,SK Rapid Wien,"6'3""																",183lbs,#21 ,GK,Goalkeeper,Austria,61,68,987,https://www.fifaratings.com/bernhard-unger
L. Querfeld,SK Rapid Wien,"6'3""																",183lbs,#43 ,CB,Centre Back,Austria,60,78,1420,https://www.fifaratings.com/leopold-querfeld
Moritz Oswald,SK Rapid Wien,"5'7""																",146lbs,#28 ,CAM,Center Attacking Midfielder,Austria,60,72,1607,https://www.fifaratings.com/moritz-oswald
Marko Dijakovic,SK Rapid Wien,"6'1""																",165lbs,#33 ,CB,Centre Back,Austria,59,72,1374,https://www.fifaratings.com/marko-dijakovic
N. Sattlberger,SK Rapid Wien,"6'3""																",161lbs,#34 ,CDM,Center Defensive Midfielder,Austria,58,74,1452,https://www.fifaratings.com/nikolas-sattlberger
Rubén Castro,Málaga CF,"5'7""																",150lbs,#24 ,ST,Striker,Spain,71,71,1834,https://www.fifaratings.com/ruben-castro-martin
Fran Villalba,Málaga CF,"5'8""																",139lbs,#21 ,CAM,Center Attacking Midfielder,Spain,70,76,1783,https://www.fifaratings.com/francisco-jose-villalba-rodrigo
A. N'Diaye,Málaga CF,"6'2""																",181lbs,#18 ,CB,Centre Back,Senegal,70,70,1824,https://www.fifaratings.com/alfred-ndiaye
Aleix Febas,Málaga CF,"5'8""																",141lbs,#10 ,CAM,Center Attacking Midfielder,Spain,69,72,1891,https://www.fifaratings.com/aleix-febas-perez
Manolo Reina,Málaga CF,"6'1""																",179lbs,#1 ,GK,Goalkeeper,Spain,69,69,1209,https://www.fifaratings.com/manuel-reina-rodriguez
Ramalho,Málaga CF,"5'11""																",150lbs,#22 ,CB,Centre Back,Angola,69,69,1654,https://www.fifaratings.com/jonas-ramalho-chimeno
Álex Gallar,Málaga CF,"5'9""																",157lbs,#11 ,RM,Right Midfielder,Spain,69,69,1803,https://www.fifaratings.com/alejandro-gallar-falguero
Bustinza,Málaga CF,"5'9""																",161lbs,#4 ,CB,Centre Back,Spain,68,68,1676,https://www.fifaratings.com/unai-bustinza-martinez
Hervías,Málaga CF,"5'9""																",157lbs,#14 ,RM,Right Midfielder,Spain,68,68,1876,https://www.fifaratings.com/pablo-hervias-ruiz
Adrián López,Málaga CF,"6'0""																",161lbs,#7 ,CF,Center Forward,Spain,68,68,1744,https://www.fifaratings.com/adrian-lopez-alvarez
Fran Sol,Málaga CF,"5'11""																",170lbs,#9 ,ST,Striker,Spain,68,68,1736,https://www.fifaratings.com/francisco-sol-ortiz
Luis Muñoz,Málaga CF,"6'0""																",168lbs,#8 ,CM,Center Midfielder,Spain,67,71,1838,https://www.fifaratings.com/jose-luis-munoz-leon
Juanfran,Málaga CF,"5'11""																",152lbs,#2 ,RB,Right Back,Spain,67,67,1895,https://www.fifaratings.com/juan-francisco-moreno-fuertes
Ramón Enríquez,Málaga CF,"5'8""																",150lbs,#6 ,CAM,Center Attacking Midfielder,Spain,66,76,1794,https://www.fifaratings.com/ramon-enriquez-rodriguez
Juande,Málaga CF,"6'1""																",172lbs,#5 ,CB,Centre Back,Spain,66,75,1527,https://www.fifaratings.com/juan-de-dios-rivas
Genaro,Málaga CF,"6'0""																",168lbs,#16 ,CDM,Center Defensive Midfielder,Spain,66,72,1721,https://www.fifaratings.com/genaro-rodriguez-serrano
Javi Jiménez,Málaga CF,"5'7""																",154lbs,#3 ,LB,Left Back,Spain,66,69,1747,https://www.fifaratings.com/javier-jimenez-moreno
Rubén Yáñez,Málaga CF,"6'3""																",187lbs,#13 ,GK,Goalkeeper,Spain,66,67,1116,https://www.fifaratings.com/ruben-yanez-alabart
Esteban Burgos,Málaga CF,"6'3""																",176lbs,#20 ,CB,Centre Back,Argentina,66,66,1551,https://www.fifaratings.com/esteban-burgos
